age,income,credit_score,loan_amount,loan_purpose,employment_years,debt_ratio,num_credit_lines,marital_status,education,loan_approved
29,35743,745,58768,Auto,10,0.37,9,Married,High School,Rejected
62,92517,776,53544,Personal,40,0.28,12,Single,High School,Rejected
74,94035,752,16774,Auto,40,0.3,1,Single,Bachelor,Approved
70,117251,751,82678,Personal,40,0.5,6,Single,Master,Approved
24,55399,804,55135,Home,5,0.39,7,Single,Master,Approved
27,39586,683,30158,Auto,9,0.45,12,Married,High School,Approved
62,119681,708,76587,Personal,40,0.51,6,Single,Master,Approved
34,51152,761,140187,Auto,14,0.27,5,Married,High School,Approved
43,57852,842,64317,Home,21,0.37,12,Single,High School,Rejected
38,75333,801,11371,Auto,18,0.32,4,Divorced,Bachelor,Approved
45,68977,777,99226,Personal,25,0.5,5,Married,High School,Rejected
63,89106,707,44355,Home,40,0.29,9,Married,High School,Approved
19,38741,680,102956,Home,0,0.36,5,Single,Bachelor,Rejected
71,100682,658,118538,Home,40,0.69,10,Married,High School,Rejected
60,92362,783,107126,Business,39,0.54,8,Single,High School,Rejected
18,20000,801,13338,Personal,0,0.19,7,Divorced,High School,Rejected
68,111488,809,7477,Business,40,0.49,4,Married,Bachelor,Approved
70,113754,675,47423,Home,40,0.45,10,Married,Bachelor,Approved
53,96684,850,80973,Business,35,0.18,5,Married,Bachelor,Approved
68,104849,834,34236,Auto,40,0.33,7,Single,Bachelor,Approved
43,57411,755,136440,Business,22,0.21,6,Married,Bachelor,Approved
46,93565,844,30839,Education,28,0.05,13,Married,Master,Approved
38,68436,713,122537,Home,20,0.33,3,Married,High School,Approved
28,35673,754,116902,Home,9,0.27,10,Married,High School,Approved
57,115401,850,106051,Personal,38,0.18,3,Single,Master,Approved
28,36413,807,12139,Auto,10,0.35,2,Single,High School,Approved
53,128308,817,113314,Personal,34,0.05,14,Married,PhD,Approved
66,108937,768,69262,Business,40,0.36,3,Married,Bachelor,Approved
56,101704,723,142776,Education,35,0.35,11,Married,Bachelor,Rejected
57,87606,788,137959,Education,36,0.45,10,Divorced,Bachelor,Rejected
52,97067,766,16975,Education,34,0.11,13,Single,Bachelor,Approved
71,105765,714,136616,Education,40,0.67,1,Divorced,High School,Rejected
51,101984,631,89984,Auto,33,0.61,13,Divorced,Bachelor,Rejected
72,105933,840,93366,Business,40,0.23,9,Divorced,Bachelor,Approved
64,100690,783,125491,Education,40,0.57,2,Married,Master,Rejected
41,60506,692,55382,Home,22,0.48,12,Single,High School,Approved
71,106463,832,28926,Business,40,0.28,13,Single,High School,Approved
39,73186,736,101538,Auto,20,0.26,3,Married,High School,Rejected
22,49614,746,118117,Education,0,0.27,5,Single,Bachelor,Rejected
73,112806,599,18333,Auto,40,0.77,10,Single,Master,Rejected
50,77022,744,21942,Education,31,0.55,12,Married,High School,Approved
53,103734,762,79397,Home,34,0.32,4,Single,Bachelor,Approved
64,99405,785,26530,Business,40,0.33,13,Divorced,High School,Approved
37,73626,715,52060,Home,17,0.48,5,Married,Bachelor,Approved
36,89550,614,86292,Education,14,0.47,6,Married,Master,Approved
52,75913,781,46104,Personal,31,0.21,5,Married,High School,Approved
69,103970,791,7634,Business,40,0.39,10,Divorced,Bachelor,Approved
60,130410,801,12288,Auto,40,0.27,1,Married,PhD,Approved
34,83745,848,39253,Education,13,0.37,6,Married,Master,Approved
62,115003,850,131628,Home,40,0.34,9,Single,Bachelor,Rejected
60,112084,746,32005,Personal,40,0.5,3,Divorced,Bachelor,Approved
51,64319,732,54824,Education,31,0.31,2,Married,High School,Approved
26,39355,703,82702,Auto,4,0.37,6,Married,Bachelor,Rejected
43,107036,850,22798,Home,24,0.07,12,Single,Master,Approved
19,46765,712,60267,Business,0,0.4,14,Married,Bachelor,Rejected
70,92156,850,139966,Personal,40,0.23,3,Single,High School,Approved
26,39431,805,8846,Education,5,0.12,4,Divorced,High School,Approved
26,59516,688,68571,Education,8,0.52,6,Divorced,High School,Rejected
57,79537,850,19481,Education,36,0.34,12,Single,High School,Approved
34,62166,781,129908,Education,14,0.05,13,Married,High School,Approved
18,47336,843,47154,Home,0,0.23,12,Single,Bachelor,Approved
42,46994,796,134447,Business,22,0.35,6,Married,High School,Rejected
60,81751,850,13048,Auto,40,0.36,12,Single,High School,Approved
57,97429,767,32386,Personal,39,0.28,2,Married,Bachelor,Approved
59,97931,850,109794,Education,38,0.05,13,Single,High School,Approved
42,75272,789,39713,Education,22,0.27,13,Single,High School,Approved
56,84538,721,82481,Business,34,0.51,3,Married,High School,Rejected
52,75772,725,44899,Business,34,0.56,13,Single,High School,Rejected
20,37390,758,95217,Home,1,0.26,9,Married,Bachelor,Approved
67,101375,671,19975,Home,40,0.63,2,Single,High School,Rejected
54,84654,842,78247,Home,35,0.11,3,Married,Bachelor,Approved
61,118961,838,115295,Personal,40,0.23,9,Divorced,Master,Approved
61,128644,725,124045,Home,40,0.48,4,Married,Bachelor,Approved
68,99802,790,17105,Education,40,0.46,1,Divorced,Bachelor,Approved
47,87783,751,54645,Home,27,0.35,11,Divorced,Master,Approved
55,76845,850,135291,Personal,33,0.18,13,Single,Bachelor,Approved
51,100540,838,35146,Home,31,0.18,2,Single,High School,Approved
29,43986,793,139940,Home,7,0.24,3,Married,High School,Approved
36,76809,730,49294,Education,17,0.19,9,Divorced,Master,Approved
54,82108,824,80596,Education,36,0.37,9,Divorced,High School,Approved
61,83370,747,141505,Education,40,0.34,11,Single,High School,Rejected
66,86364,836,27612,Home,40,0.18,6,Single,Bachelor,Approved
34,85881,729,39120,Education,12,0.3,14,Single,Master,Rejected
27,42338,829,26294,Business,8,0.05,11,Married,High School,Approved
74,112049,785,89300,Auto,40,0.4,6,Married,Bachelor,Approved
72,90065,803,87119,Auto,40,0.46,3,Single,High School,Rejected
66,106312,837,86096,Education,40,0.21,5,Married,Bachelor,Approved
64,67651,806,140496,Personal,40,0.23,11,Married,High School,Approved
29,55578,637,45615,Education,11,0.39,4,Married,High School,Approved
33,68616,783,31863,Education,13,0.37,10,Single,Master,Approved
41,71179,747,34469,Home,23,0.47,10,Divorced,Bachelor,Approved
36,63721,830,108101,Personal,16,0.23,12,Married,Bachelor,Approved
25,30413,752,94446,Education,4,0.25,9,Married,Bachelor,Approved
48,67674,794,117613,Business,29,0.32,9,Married,High School,Rejected
38,62478,767,122456,Auto,16,0.19,1,Single,Bachelor,Approved
34,45721,719,68872,Business,13,0.31,8,Single,High School,Rejected
40,45988,788,37208,Business,22,0.19,9,Married,High School,Approved
54,87277,803,56998,Business,32,0.41,5,Single,High School,Approved
71,108980,829,61994,Personal,40,0.21,4,Married,Bachelor,Approved
33,69359,730,64895,Personal,12,0.39,10,Married,Master,Approved
23,70684,676,37894,Personal,1,0.57,4,Married,PhD,Rejected
25,59381,714,26990,Auto,4,0.41,2,Single,Bachelor,Approved
42,58925,800,78230,Home,21,0.38,9,Single,High School,Rejected
35,56594,771,41087,Education,16,0.15,5,Married,Bachelor,Approved
42,92164,700,13673,Education,22,0.56,11,Single,Master,Rejected
29,29621,712,37187,Home,7,0.52,3,Married,High School,Rejected
32,87421,667,28553,Education,13,0.33,6,Married,PhD,Approved
43,62493,790,48780,Business,22,0.29,9,Married,High School,Approved
58,144052,850,109794,Auto,39,0.23,9,Married,PhD,Approved
62,140233,689,87158,Education,40,0.62,12,Single,Master,Rejected
43,105126,669,6420,Auto,21,0.47,13,Single,Master,Approved
64,89281,848,49310,Home,40,0.24,5,Divorced,High School,Approved
49,99073,728,48953,Education,31,0.51,8,Divorced,High School,Approved
27,43082,751,9987,Auto,5,0.55,4,Married,High School,Approved
33,39703,767,37456,Business,13,0.35,5,Divorced,High School,Approved
24,35445,699,123763,Business,3,0.3,7,Married,High School,Rejected
34,56430,741,90398,Home,12,0.2,7,Single,Bachelor,Rejected
40,59520,766,122183,Personal,18,0.46,13,Single,Bachelor,Rejected
43,69257,796,94782,Education,24,0.29,7,Divorced,Bachelor,Approved
38,69027,770,127740,Business,17,0.28,8,Single,Bachelor,Approved
39,69042,762,34681,Business,21,0.35,11,Married,High School,Approved
24,91682,789,13323,Home,4,0.23,5,Married,PhD,Approved
31,35552,691,72393,Business,12,0.58,1,Married,High School,Rejected
32,59967,624,101123,Education,12,0.5,11,Married,Bachelor,Rejected
70,109865,850,96354,Home,40,0.36,9,Single,Bachelor,Approved
24,70518,833,103808,Auto,6,0.22,9,Single,Master,Approved
26,42945,850,13484,Home,4,0.23,7,Married,High School,Approved
68,100653,850,75459,Education,40,0.22,12,Married,Bachelor,Approved
65,117729,850,132162,Education,40,0.17,6,Married,Bachelor,Approved
25,35957,703,86456,Auto,4,0.4,13,Married,High School,Rejected
67,112577,839,59890,Home,40,0.25,13,Single,Bachelor,Approved
40,83192,844,18319,Education,18,0.25,5,Divorced,Master,Approved
46,114583,710,112697,Education,26,0.23,5,Married,PhD,Approved
35,36539,691,131193,Auto,15,0.5,3,Single,High School,Rejected
48,66632,715,64432,Personal,30,0.24,10,Married,High School,Approved
47,68425,722,142972,Home,27,0.54,1,Married,High School,Rejected
69,91000,850,72696,Education,40,0.31,6,Divorced,High School,Approved
56,113812,835,61485,Business,38,0.16,8,Single,High School,Approved
52,75681,723,127359,Auto,33,0.42,14,Married,High School,Rejected
35,80733,721,142293,Personal,13,0.48,2,Single,PhD,Rejected
59,134024,842,30294,Personal,38,0.22,8,Single,Master,Approved
56,91788,800,146110,Auto,34,0.36,8,Married,High School,Rejected
34,37934,670,13255,Personal,13,0.4,10,Married,High School,Approved
31,63152,749,114429,Education,9,0.36,8,Married,Bachelor,Rejected
48,80352,796,92464,Personal,28,0.28,10,Single,High School,Approved
41,79638,764,136444,Home,22,0.48,3,Single,Bachelor,Rejected
52,94758,780,117848,Business,31,0.31,10,Married,Bachelor,Rejected
61,113677,850,28855,Education,40,0.26,8,Single,Master,Approved
62,110037,850,39758,Auto,40,0.09,11,Single,Bachelor,Approved
51,89586,826,145679,Business,33,0.09,12,Single,Bachelor,Approved
20,20046,665,110094,Education,1,0.38,12,Married,Bachelor,Rejected
54,84462,753,79089,Business,35,0.34,14,Single,High School,Approved
60,85240,705,10383,Personal,38,0.48,4,Married,Bachelor,Approved
57,109134,721,65112,Auto,36,0.52,3,Single,Bachelor,Approved
43,51691,850,136787,Auto,22,0.31,11,Single,High School,Rejected
72,65469,687,145909,Home,40,0.49,9,Married,High School,Rejected
40,42307,710,84486,Personal,20,0.27,8,Single,High School,Rejected
61,119585,781,78528,Home,40,0.33,10,Married,Master,Approved
56,88865,718,104354,Home,38,0.32,13,Single,High School,Rejected
32,36873,622,75278,Personal,14,0.59,13,Married,High School,Rejected
73,79276,850,18369,Education,40,0.16,2,Single,High School,Approved
66,104919,788,65428,Home,40,0.36,13,Single,Bachelor,Approved
21,44222,779,141116,Business,3,0.25,13,Married,High School,Rejected
46,104899,807,70123,Education,28,0.31,13,Divorced,PhD,Approved
39,93791,836,95914,Personal,20,0.3,14,Single,Master,Rejected
42,57613,773,143333,Auto,20,0.36,8,Married,Bachelor,Rejected
30,66158,739,23064,Education,12,0.55,11,Married,Bachelor,Approved
35,57057,667,18690,Home,13,0.64,11,Married,High School,Rejected
50,78742,759,138129,Business,29,0.45,3,Married,High School,Rejected
33,71443,807,106025,Personal,11,0.2,10,Single,Bachelor,Approved
62,99277,810,105867,Auto,40,0.32,12,Divorced,High School,Rejected
59,106969,782,19559,Business,39,0.39,14,Single,High School,Approved
61,104586,850,149764,Auto,39,0.29,6,Single,Bachelor,Approved
19,48498,770,53429,Personal,0,0.31,5,Divorced,High School,Rejected
72,110559,783,21972,Education,40,0.34,8,Married,Master,Approved
52,77446,850,46530,Home,33,0.47,9,Married,High School,Approved
59,102349,740,128297,Personal,39,0.43,11,Married,Bachelor,Rejected
51,81072,798,6365,Business,31,0.26,7,Married,Bachelor,Approved
47,58893,697,54683,Education,25,0.44,6,Single,Bachelor,Approved
72,98692,761,99356,Auto,40,0.61,6,Married,High School,Rejected
30,52200,850,134406,Education,11,0.12,1,Single,Bachelor,Approved
30,67991,685,63896,Education,8,0.28,5,Married,Master,Approved
35,80345,756,104339,Business,13,0.27,14,Divorced,Bachelor,Approved
49,77720,820,142794,Home,28,0.36,8,Single,High School,Rejected
49,107402,797,25100,Education,30,0.08,6,Married,Bachelor,Approved
52,92705,740,125763,Education,31,0.55,12,Single,Bachelor,Rejected
56,106054,711,66645,Home,37,0.36,1,Single,Bachelor,Approved
63,117593,796,74551,Home,40,0.39,5,Divorced,Master,Approved
69,81513,794,9840,Auto,40,0.38,13,Single,High School,Approved
46,86517,850,91069,Auto,24,0.27,11,Married,Bachelor,Approved
66,100640,799,90990,Home,40,0.45,12,Married,Bachelor,Approved
46,90445,655,53105,Personal,26,0.35,5,Divorced,Bachelor,Approved
70,114295,850,10699,Home,40,0.05,12,Married,Master,Approved
61,133246,832,141994,Auto,40,0.33,3,Married,PhD,Approved
74,104047,797,92200,Business,40,0.31,8,Married,Bachelor,Approved
33,58769,690,102806,Business,12,0.45,9,Divorced,High School,Rejected
73,85756,662,149670,Education,40,0.76,6,Married,High School,Rejected
61,116869,796,131473,Business,40,0.41,6,Married,Bachelor,Rejected
64,110951,632,7822,Auto,40,0.67,2,Single,Master,Rejected
74,92698,808,95585,Business,40,0.25,10,Single,High School,Approved
27,33623,815,92420,Personal,7,0.26,2,Married,High School,Approved
47,81657,752,18052,Home,27,0.31,6,Divorced,High School,Rejected
42,81813,711,88574,Home,20,0.41,12,Divorced,Master,Rejected
56,75332,739,135171,Auto,35,0.25,8,Divorced,High School,Rejected
37,59436,850,124879,Education,18,0.11,2,Married,Bachelor,Approved
22,46030,748,149341,Home,0,0.35,9,Married,Bachelor,Rejected
18,65910,822,21551,Business,0,0.18,13,Married,Master,Approved
47,88831,709,74915,Personal,26,0.52,12,Married,Bachelor,Approved
66,103557,780,12661,Education,40,0.45,14,Single,Bachelor,Approved
20,24894,774,77503,Education,1,0.24,9,Married,High School,Rejected
62,102213,696,100406,Education,40,0.42,14,Divorced,Bachelor,Approved
31,62094,850,90930,Home,13,0.27,4,Single,Bachelor,Approved
73,137526,850,149603,Education,40,0.34,4,Divorced,PhD,Approved
47,70838,771,129534,Auto,26,0.34,4,Single,High School,Rejected
67,107397,799,136904,Business,40,0.3,11,Married,High School,Rejected
21,30396,755,146257,Personal,0,0.47,5,Married,High School,Rejected
35,53108,802,139564,Business,13,0.18,8,Married,High School,Approved
54,114714,797,63859,Auto,36,0.43,2,Married,Master,Approved
42,62732,715,49630,Auto,24,0.4,11,Divorced,High School,Approved
65,108540,811,6076,Business,40,0.14,5,Married,Bachelor,Approved
18,25793,749,118868,Home,0,0.23,14,Single,High School,Rejected
70,89417,849,103343,Auto,40,0.19,2,Married,High School,Approved
63,116592,827,68705,Education,40,0.3,11,Single,Bachelor,Approved
32,46146,814,119870,Personal,14,0.36,11,Single,High School,Rejected
26,44373,831,100395,Personal,7,0.21,8,Single,High School,Approved
32,35186,765,108800,Auto,10,0.5,1,Divorced,Bachelor,Rejected
66,103146,709,50760,Education,40,0.51,7,Married,Bachelor,Approved
74,85078,735,128476,Business,40,0.54,3,Married,High School,Rejected
41,107702,850,40276,Personal,21,0.05,4,Single,PhD,Approved
21,44137,699,66913,Education,1,0.64,14,Single,Bachelor,Rejected
29,58415,768,78608,Education,8,0.37,8,Divorced,Bachelor,Rejected
54,75713,745,18348,Home,33,0.36,3,Married,High School,Approved
54,83363,728,51678,Auto,33,0.33,12,Divorced,High School,Approved
60,72853,850,119369,Education,40,0.15,13,Single,High School,Approved
23,34114,668,5318,Business,2,0.4,13,Single,High School,Approved
56,92629,729,82354,Personal,38,0.59,7,Divorced,Bachelor,Rejected
73,131678,850,31011,Home,40,0.37,12,Married,Master,Approved
63,95467,849,23787,Business,40,0.18,1,Single,Bachelor,Approved
41,72952,759,117286,Personal,22,0.12,9,Single,High School,Approved
28,58384,724,114160,Auto,9,0.31,13,Married,Bachelor,Rejected
30,23712,816,148588,Business,8,0.24,6,Married,High School,Rejected
51,85737,763,104032,Personal,33,0.46,3,Married,Bachelor,Rejected
42,86478,724,107305,Home,22,0.56,7,Single,Bachelor,Rejected
24,58910,798,13752,Personal,4,0.42,13,Single,Bachelor,Approved
69,122006,819,129345,Education,40,0.34,5,Divorced,PhD,Approved
21,47128,748,85506,Home,1,0.33,8,Single,High School,Rejected
25,50754,772,115382,Business,4,0.36,8,Married,Bachelor,Rejected
37,91348,744,103328,Auto,15,0.18,12,Married,Master,Rejected
46,68881,714,17657,Home,24,0.44,9,Single,Bachelor,Approved
71,100440,813,86119,Home,40,0.19,6,Married,Bachelor,Approved
70,124159,782,26491,Home,40,0.52,4,Married,Master,Approved
68,86868,767,108010,Personal,40,0.3,13,Married,High School,Rejected
62,90792,778,133801,Education,40,0.47,2,Married,Master,Rejected
63,88092,844,47180,Auto,40,0.13,3,Single,High School,Approved
27,37353,680,23540,Auto,8,0.47,5,Married,Bachelor,Approved
60,109293,769,12943,Education,40,0.55,8,Married,Master,Approved
51,65471,762,125730,Personal,33,0.16,12,Married,High School,Approved
74,116325,786,13911,Personal,40,0.33,10,Single,Bachelor,Approved
43,80463,850,68000,Education,24,0.4,2,Married,High School,Approved
58,138415,850,74305,Education,40,0.41,5,Divorced,PhD,Approved
66,117699,718,7479,Business,40,0.3,14,Married,Master,Approved
20,45283,722,15112,Personal,0,0.27,9,Married,Bachelor,Approved
73,116318,796,114575,Home,40,0.39,2,Married,Bachelor,Approved
23,47665,643,51809,Auto,5,0.4,8,Divorced,Master,Rejected
22,22248,850,37205,Personal,2,0.26,3,Divorced,High School,Rejected
22,55040,766,142629,Education,0,0.23,8,Single,Bachelor,Approved
71,117122,737,115947,Home,40,0.53,4,Married,Bachelor,Approved
64,95897,805,39826,Business,40,0.37,4,Single,High School,Approved
40,52550,850,131201,Business,22,0.05,12,Married,High School,Approved
66,99895,696,92691,Home,40,0.53,7,Single,High School,Approved
26,52614,826,121558,Home,6,0.26,5,Married,High School,Approved
52,113682,778,106925,Education,31,0.36,4,Single,Master,Approved
37,48559,799,101320,Education,19,0.41,7,Married,Bachelor,Rejected
66,106245,831,37401,Auto,40,0.13,12,Married,Bachelor,Approved
59,95852,706,147637,Auto,40,0.31,3,Single,High School,Rejected
52,72843,785,95236,Business,32,0.55,9,Divorced,High School,Rejected
67,91866,783,69702,Home,40,0.51,14,Married,High School,Approved
35,63865,818,147184,Business,16,0.31,13,Married,Bachelor,Rejected
34,54384,775,84297,Education,12,0.46,5,Married,Bachelor,Rejected
41,109605,719,113327,Personal,23,0.48,12,Single,Master,Rejected
20,50150,670,144957,Education,2,0.47,3,Married,Bachelor,Rejected
49,78940,815,137448,Personal,30,0.18,2,Single,Bachelor,Approved
52,79233,726,142011,Home,32,0.6,7,Married,Bachelor,Approved
55,106890,812,138918,Home,37,0.28,12,Married,Master,Approved
30,48444,643,77353,Home,8,0.37,7,Single,Bachelor,Rejected
73,91465,814,12430,Auto,40,0.3,12,Divorced,High School,Approved
64,109855,850,147223,Auto,40,0.38,13,Single,Bachelor,Rejected
42,81344,796,39484,Personal,21,0.22,5,Divorced,Bachelor,Approved
26,44998,850,129506,Business,5,0.32,4,Single,Bachelor,Rejected
21,39206,670,142852,Business,0,0.38,13,Married,High School,Rejected
31,88778,703,33604,Personal,11,0.53,11,Single,Master,Approved
54,126400,677,112385,Auto,36,0.52,2,Married,PhD,Approved
51,69179,676,22762,Education,33,0.52,2,Married,High School,Approved
28,71502,655,124272,Personal,7,0.48,7,Single,Master,Rejected
58,105600,809,94230,Business,36,0.63,10,Married,High School,Rejected
73,79417,804,146628,Personal,40,0.31,7,Married,High School,Rejected
20,27738,696,84091,Personal,2,0.33,4,Married,High School,Rejected
45,68074,771,119919,Home,25,0.32,14,Divorced,High School,Rejected
46,105916,755,135731,Auto,27,0.34,4,Married,Master,Rejected
26,20000,839,15004,Home,5,0.13,4,Single,High School,Rejected
20,43058,611,108726,Auto,0,0.39,11,Single,High School,Rejected
42,77422,687,5247,Personal,23,0.42,2,Married,High School,Approved
51,75252,825,116902,Auto,33,0.31,13,Married,High School,Rejected
29,70566,793,50995,Business,9,0.09,13,Single,High School,Approved
59,115777,744,64423,Home,39,0.35,9,Single,Bachelor,Approved
26,49244,752,66969,Personal,5,0.16,1,Married,High School,Approved
32,89875,759,34052,Business,12,0.41,8,Divorced,Master,Approved
57,128587,809,54214,Auto,38,0.37,6,Single,Master,Approved
42,65780,796,73858,Auto,24,0.38,13,Married,High School,Rejected
22,63290,717,45765,Business,3,0.19,10,Married,Master,Approved
28,29564,619,148538,Auto,6,0.54,7,Married,High School,Rejected
51,69226,820,50284,Home,30,0.38,12,Single,High School,Approved
41,58391,807,55034,Education,21,0.21,5,Married,High School,Approved
32,45654,686,38161,Auto,10,0.44,6,Divorced,High School,Approved
55,113482,765,58565,Personal,35,0.36,6,Single,Bachelor,Approved
25,34475,588,66314,Auto,7,0.63,13,Married,Bachelor,Rejected
22,49449,726,124378,Personal,4,0.27,9,Single,High School,Rejected
65,94881,850,56929,Auto,40,0.16,10,Single,Bachelor,Approved
43,63454,764,13086,Auto,23,0.39,13,Married,High School,Approved
35,57256,697,104209,Personal,13,0.5,4,Married,Bachelor,Rejected
23,56042,615,123409,Home,5,0.7,12,Single,High School,Rejected
54,73000,662,87563,Education,32,0.85,11,Married,High School,Rejected
65,95214,850,118212,Education,40,0.12,12,Married,High School,Approved
30,47732,723,110317,Home,8,0.33,13,Married,High School,Rejected
45,70899,780,50602,Auto,25,0.16,5,Married,Bachelor,Approved
22,62032,650,141677,Education,2,0.31,4,Single,Master,Rejected
30,55543,661,81213,Home,9,0.72,1,Divorced,High School,Rejected
34,57267,850,117355,Home,14,0.23,10,Married,Bachelor,Approved
67,113289,755,57545,Education,40,0.35,6,Married,Bachelor,Approved
57,113689,743,113720,Personal,38,0.26,5,Married,Master,Rejected
62,101636,802,20009,Business,40,0.2,4,Single,High School,Approved
49,104474,702,35246,Personal,28,0.62,6,Single,Bachelor,Rejected
46,77421,808,33185,Auto,25,0.12,12,Married,Master,Approved
68,91618,774,129868,Personal,40,0.34,5,Married,Bachelor,Rejected
20,27114,716,91488,Business,1,0.36,3,Divorced,High School,Rejected
73,104654,811,51642,Business,40,0.35,2,Divorced,High School,Approved
57,93824,813,14185,Home,39,0.3,13,Single,High School,Approved
51,76052,684,69366,Auto,29,0.59,6,Married,Bachelor,Rejected
57,107289,850,22505,Home,37,0.05,4,Married,Bachelor,Approved
44,58362,645,33022,Personal,25,0.42,11,Single,High School,Approved
30,68705,765,85196,Personal,10,0.42,13,Married,Bachelor,Rejected
62,110389,787,79385,Education,40,0.39,10,Married,Bachelor,Approved
50,82318,850,75272,Home,31,0.23,3,Married,Bachelor,Approved
23,47340,700,8909,Home,2,0.53,14,Single,Bachelor,Approved
41,102246,700,136866,Home,20,0.52,8,Single,Master,Rejected
36,38079,713,88481,Home,18,0.22,12,Single,High School,Rejected
33,85511,716,63527,Business,15,0.17,9,Married,Master,Approved
57,72931,850,28807,Education,36,0.14,7,Single,High School,Approved
45,64338,780,15856,Auto,23,0.38,2,Married,High School,Approved
50,79577,841,142867,Auto,30,0.36,8,Married,High School,Rejected
65,110131,850,146221,Auto,40,0.3,11,Married,High School,Rejected
58,86737,669,97205,Business,38,0.66,13,Married,High School,Rejected
30,58155,645,108303,Education,9,0.28,13,Married,High School,Rejected
60,111595,806,74098,Education,40,0.38,11,Married,Master,Approved
62,85049,745,121382,Business,40,0.32,5,Married,High School,Rejected
42,80870,660,124443,Home,20,0.64,11,Married,Bachelor,Rejected
70,92017,850,140278,Personal,40,0.05,10,Married,High School,Approved
59,113715,765,107900,Home,38,0.3,7,Married,Master,Approved
53,87944,705,134611,Auto,31,0.44,5,Single,Bachelor,Rejected
44,79332,755,25897,Home,24,0.32,2,Married,High School,Approved
55,97615,733,140442,Business,37,0.15,12,Divorced,Bachelor,Rejected
24,42291,671,92236,Auto,5,0.38,12,Single,Bachelor,Rejected
22,42451,748,106751,Personal,4,0.11,12,Single,Bachelor,Rejected
60,111699,743,126918,Auto,40,0.45,4,Single,Bachelor,Rejected
62,127565,759,53671,Home,40,0.29,13,Married,Bachelor,Approved
74,99760,806,108533,Education,40,0.26,11,Single,Bachelor,Approved
68,126486,727,65874,Education,40,0.51,5,Married,Bachelor,Approved
48,70391,850,113459,Education,27,0.2,6,Single,High School,Approved
40,90201,850,98679,Auto,22,0.12,5,Single,Master,Approved
59,76397,818,131750,Education,37,0.21,10,Married,High School,Approved
27,52019,665,75400,Business,6,0.66,11,Single,Bachelor,Rejected
49,65938,850,14676,Personal,29,0.2,1,Divorced,High School,Approved
60,93636,782,9234,Education,38,0.4,1,Single,Bachelor,Approved
70,118479,710,117451,Business,40,0.48,3,Married,PhD,Approved
47,85161,800,89259,Business,25,0.21,9,Single,High School,Approved
56,96143,772,144598,Auto,37,0.21,11,Single,High School,Approved
48,91216,742,39626,Auto,29,0.38,2,Divorced,Bachelor,Approved
35,84059,729,6207,Personal,17,0.38,10,Divorced,Master,Approved
53,97444,766,134330,Personal,35,0.55,5,Single,Bachelor,Rejected
19,22230,718,87844,Home,0,0.23,9,Married,High School,Rejected
31,62161,714,57097,Personal,9,0.29,7,Married,Master,Approved
30,68674,576,125069,Auto,11,0.78,11,Single,Bachelor,Rejected
46,69377,814,141501,Business,28,0.08,8,Single,High School,Approved
29,48257,812,58591,Home,10,0.05,2,Divorced,High School,Approved
56,83875,850,143663,Personal,37,0.14,5,Divorced,Bachelor,Approved
19,26845,634,116248,Business,0,0.52,9,Divorced,High School,Rejected
49,60466,793,82313,Auto,28,0.28,1,Married,High School,Approved
30,82840,766,109249,Education,12,0.28,1,Married,Master,Approved
63,99952,850,45459,Home,40,0.21,10,Single,High School,Approved
44,97096,709,107331,Business,25,0.49,8,Single,Bachelor,Rejected
66,83710,850,107599,Auto,40,0.14,2,Single,High School,Approved
58,89221,826,83405,Auto,37,0.26,9,Married,Bachelor,Approved
34,64814,803,94399,Home,16,0.21,10,Married,Bachelor,Approved
57,81506,842,140733,Home,39,0.05,9,Married,High School,Approved
48,91312,802,49802,Personal,28,0.28,4,Divorced,Bachelor,Approved
51,65472,791,23782,Personal,33,0.34,2,Divorced,High School,Approved
41,72456,761,115446,Home,20,0.23,3,Divorced,Master,Approved
62,116535,850,137970,Home,40,0.31,10,Single,Master,Rejected
52,100265,850,72963,Business,32,0.31,1,Married,Bachelor,Approved
65,94725,765,81303,Personal,40,0.33,3,Married,Bachelor,Approved
23,44491,753,88956,Auto,4,0.19,5,Single,High School,Approved
36,75653,776,41123,Personal,18,0.18,3,Divorced,Bachelor,Approved
47,85967,697,61198,Personal,27,0.36,3,Divorced,High School,Approved
24,29477,753,57872,Home,5,0.13,10,Single,High School,Approved
27,37935,787,9902,Home,6,0.32,6,Single,Bachelor,Approved
58,94485,704,53554,Personal,39,0.6,3,Married,High School,Rejected
49,92798,850,144352,Education,30,0.34,3,Married,Bachelor,Rejected
51,78524,839,85490,Education,31,0.08,9,Divorced,High School,Approved
45,72021,775,62465,Personal,25,0.38,2,Single,Bachelor,Approved
32,52751,660,37800,Education,10,0.47,1,Single,High School,Approved
47,62665,795,102143,Personal,26,0.23,10,Single,High School,Approved
54,98020,793,123529,Home,34,0.31,8,Single,Bachelor,Rejected
46,112404,698,83871,Home,28,0.22,13,Single,PhD,Approved
39,75543,733,76713,Home,18,0.28,14,Divorced,Bachelor,Rejected
21,20000,788,46206,Auto,0,0.25,3,Single,High School,Rejected
37,60496,760,8926,Home,17,0.42,7,Married,High School,Approved
49,108575,631,118682,Home,28,0.6,2,Single,Master,Approved
53,95659,753,48056,Personal,33,0.36,11,Single,Bachelor,Approved
67,106438,746,73495,Education,40,0.12,11,Married,High School,Approved
